Date,Open,High,Low,Close,Adj Close,Volume,MA5,MA20,MA60
2020-04-08,145.729996,149.720001,143.910004,148.990005,136.346802,3071100,141.19800099999998,135.2479999,152.59716683333332
2020-04-09,148.460007,149.729996,146.539993,147.779999,135.239487,4783700,143.172,135.95799974999997,152.03733356666666
2020-04-13,147.5,148.580002,145.300003,146.399994,133.976563,2642300,145.6940002,136.1939998,151.48100015
2020-04-14,149.619995,150.979996,148.050003,150.139999,137.399185,3318400,147.5820006,137.15549955,150.96650021666667
2020-04-15,148.190002,148.550003,144.899994,145.160004,132.841797,3043900,147.6940002,137.69149965,150.36333351666664
2020-04-16,145.270004,146.449997,143.229996,144.899994,132.603882,4170400,146.875998,138.08549914999998,149.78850010000002
2020-04-17,147.440002,148.5,144.800003,146.460007,134.031479,5393100,146.6119996,138.53299975,149.26233356666668
2020-04-20,144.75,147.020004,143.649994,143.669998,131.478241,2893000,146.06600039999998,139.4719997,148.6945001166667
2020-04-21,142.25,142.770004,140.5,141.630005,129.611343,2331100,144.3640016,140.65999979999998,148.08583363333335
2020-04-22,143.360001,144.479996,141.710007,143.610001,131.423325,2749600,144.054001,141.20449979999998,147.5521669
2020-04-23,144.580002,147.580002,143.880005,144.330002,132.08223,2585300,143.9400026,141.84400025,147.19800023333335
2020-04-24,145.169998,147.339996,144.309998,147.0,134.52565,2247100,144.0480012,142.38500059999998,146.94800023333335
2020-04-27,148.0,154.490005,147.889999,153.649994,140.611328,4644900,146.04400040000002,143.40550005,146.80033354999998
2020-04-28,160.029999,163.080002,155.199997,157.610001,144.235306,8294100,149.2399996,144.39899985,146.7828335
2020-04-29,158.539993,160.220001,155.169998,156.259995,142.999863,3987100,151.76999840000002,145.38649985,146.7773334833333
2020-04-30,154.309998,154.940002,151.75,151.919998,139.028152,3667800,153.28799759999998,146.32549980000002,146.6886667
2020-05-01,149.300003,150.039993,147.729996,148.600006,135.989914,2926400,153.6079988,146.8599999,146.4598334333333
2020-05-04,148.539993,148.559998,146.059998,148.399994,135.80687,2229800,152.5579988,147.59049995,146.21833335000002
2020-05-05,149.889999,150.0,147.100006,147.429993,134.919174,2269200,150.5219972,147.92699975,146.00749986666668
2020-05-06,147.789993,148.169998,145.990005,146.199997,133.793503,2168600,148.5099976,148.00699930000002,145.77499991666667
2020-05-07,147.699997,147.850006,144.899994,145.740005,133.372589,2800800,147.273999,147.8444993,145.49650005
2020-05-08,147.080002,149.179993,146.380005,148.509995,135.907547,2169700,147.2559968,147.8809991,145.24166658333334
2020-05-11,147.820007,147.960007,145.589996,145.729996,133.363419,3034600,146.7219972,147.8474992,145.00783326666667
2020-05-12,146.550003,147.220001,141.449997,141.520004,129.510712,3030000,145.5399994,147.41649945,144.68300008333333
2020-05-13,140.710007,140.729996,135.0,136.119995,124.568909,4806000,143.523999,146.964499,144.30366658333332
2020-05-14,135.0,136.149994,131.119995,135.990005,124.449974,5897700,141.57399900000001,146.51899955000002,143.91450006666668
2020-05-15,134.529999,138.869995,134.199997,138.690002,126.920845,10113700,139.6100004,146.1304993,143.58333346666666
2020-05-18,143.160004,149.720001,142.509995,149.270004,136.602997,6017100,140.31800199999998,146.4104996,143.45566698333332
2020-05-19,148.5,151.649994,147.369995,148.380005,135.788574,4059900,141.6900022,146.7479996,143.38616701666666
2020-05-20,149.869995,151.429993,148.830002,149.679993,136.978226,3428800,144.4020018,147.05149920000002,143.43333346666668
2020-05-21,147.740005,148.639999,145.339996,145.809998,134.760117,2789100,146.3660004,147.125499,143.38083331666667
2020-05-22,145.740005,146.639999,144.600006,146.440002,135.342361,2661400,147.9160004,147.0974991,143.31883328333333
2020-05-26,150.429993,152.979996,149.199997,152.080002,140.554947,4616300,148.478,147.0189995,143.36616656666666
2020-05-27,153.990005,158.160004,153.339996,158.149994,146.164948,6056300,150.4319978,147.04599915,143.4516664
2020-05-28,158.710007,159.869995,154.130005,156.820007,144.93576,6730700,151.8600006,147.07399975,143.64466643333336
2020-05-29,155.5,156.869995,153.050003,156.440002,144.584549,8632200,153.98600140000002,147.29999994999997,143.68566653333335
2020-06-01,155.949997,157.550003,154.889999,155.580002,143.789703,2083400,155.8140014,147.64899974999997,143.75516650000003
2020-06-02,156.75,158.600006,156.630005,157.639999,145.693604,2333800,156.9260008,148.111,143.82166658333333
2020-06-03,159.350006,161.660004,158.520004,161.210007,148.993073,3674300,157.53800339999998,148.8000007,144.10750006666666
2020-06-04,159.759995,162.580002,159.179993,162.550003,150.231491,2880700,158.68400259999999,149.617501,144.26166673333333
2020-06-05,165.0,168.350006,165.0,167.410004,154.723221,4527200,160.87800299999998,150.70100095,144.59783338333332
2020-06-08,167.100006,169.539993,165.270004,166.869995,154.224152,2987600,163.1360016,151.61900095000001,145.1526666
2020-06-09,165.479996,167.960007,164.080002,166.699997,154.067001,3161600,164.9480012,152.667501,145.56966666666668
2020-06-10,166.899994,167.339996,163.809998,163.899994,151.479187,2551300,165.4859986,153.7865005,146.11949983333332
2020-06-11,160.059998,160.25,152.309998,152.380005,140.832214,5016600,163.451999,154.59950099999998,146.41849988333334
2020-06-12,156.279999,157.419998,151.729996,154.869995,143.133514,2998800,160.9439972,155.5435005,146.71599973333332
2020-06-15,150.880005,159.619995,150.490005,157.729996,145.776764,4093800,159.1159974,156.49550019999998,147.05299974999997
2020-06-16,162.850006,163.380005,156.889999,159.669998,147.569763,3386700,157.7099976,157.0154999,147.6326664
2020-06-17,160.199997,160.869995,158.970001,159.220001,147.15387,1714600,156.773999,157.5574997,148.32183303333335
2020-06-18,158.070007,159.830002,157.589996,159.210007,147.144623,1806100,158.1399994,158.0340004,148.76333313333333
2020-06-19,161.350006,162.089996,156.470001,158.149994,146.164948,6405200,158.79599919999998,158.6510002,149.20683315
2020-06-22,157.0,157.419998,155.479996,156.690002,144.815567,2020900,158.5880004,159.1635002,149.54866663333334
2020-06-23,157.960007,158.669998,156.240005,157.839996,145.878433,2301800,158.22199999999998,159.4514999,149.9586664833333
2020-06-24,156.289993,156.729996,151.710007,152.220001,140.684357,3042800,156.822,159.15500025,150.19999975
2020-06-25,152.050003,155.050003,150.100006,154.669998,142.948685,2060700,155.91399819999998,159.0474998,150.50266646666665
2020-06-26,154.600006,154.779999,151.529999,152.520004,140.961624,2826400,154.7880002,158.8514999,150.82566655
2020-06-29,153.899994,156.509995,153.479996,155.570007,143.780502,2145100,154.56400119999998,158.85100015,151.11999993333336
2020-06-30,154.910004,156.710007,154.050003,155.990005,144.168625,2941600,154.194003,158.76850045,151.49000013333335
2020-07-01,156.339996,157.800003,155.309998,155.429993,143.651062,1625600,154.8360014,158.47949975,151.73550006666667
2020-07-02,157.619995,158.880005,156.460007,157.039993,145.139053,1982800,155.3100004,158.20399924999998,151.94283318333333
2020-07-06,158.869995,159.960007,157.050003,158.100006,146.118744,2099500,156.4260008,157.73849934999998,152.09466653333337
2020-07-07,156.080002,157.100006,154.690002,154.820007,143.087296,1571700,156.27600080000002,157.13599994999998,152.212
2020-07-08,155.070007,155.600006,153.869995,154.580002,142.865494,1662000,155.99400020000002,156.5300002,152.34833346666667
2020-07-09,153.919998,154.720001,151.039993,151.449997,139.972702,2190000,155.198001,155.90750035000002,152.37016676666664
2020-07-10,151.690002,153.25,150.990005,152.850006,141.266586,1954500,154.3600036,155.93100040000002,152.49833346666668
2020-07-13,154.350006,156.929993,154.160004,154.800003,143.068832,2217800,153.70000299999998,155.92750080000002,152.66333361666665
2020-07-14,154.800003,159.229996,153.919998,158.539993,146.525375,3198900,154.44400020000003,155.96800065,152.86466671666668
2020-07-15,159.979996,161.380005,159.25,159.330002,147.255539,3472300,155.3940002,155.95100084999999,153.12566678333332
2020-07-16,159.25,160.910004,158.039993,160.5,148.336853,1801500,157.2040008,156.0150008,153.4401667
2020-07-17,160.860001,161.559998,159.509995,159.830002,147.717636,2551700,158.6,156.04600055,153.71050005
2020-07-20,158.850006,158.869995,156.369995,156.369995,144.519821,1790100,158.91399840000003,155.95700060000001,153.91116659999997
2020-07-21,157.0,159.630005,156.990005,157.800003,145.841492,2757200,158.7660004,156.01250065,154.09116665
2020-07-22,157.429993,159.929993,157.020004,158.710007,146.68251,1899600,158.6420014,156.05600120000003,154.1755002
2020-07-23,159.0,159.649994,158.360001,159.289993,147.218552,2695100,158.4,156.4095008,154.20350006666663
2020-07-24,160.050003,161.600006,158.720001,159.839996,147.726868,2524700,158.4019988,156.66800070000002,154.26316675
2020-07-27,159.529999,163.380005,159.330002,163.240005,150.869217,3198500,159.7760008,157.20400075000003,154.4518335333333
2020-07-28,155.470001,157.479996,153.800003,155.330002,143.558685,7738800,159.2820006,157.1920005,154.56400013333334
2020-07-29,156.5,157.529999,154.919998,156.25,144.408951,3322700,158.7899992,157.20500024999998,154.69483356666666
2020-07-30,154.309998,154.720001,151.360001,152.119995,140.591888,3113000,157.3559996,157.03950035,154.77300026666666
2020-07-31,151.679993,151.75,148.800003,150.470001,139.066956,3266400,155.4820006,156.71100075,154.844167
2020-08-03,151.089996,151.419998,149.309998,150.410004,139.01152,2264900,152.91600039999997,156.32650065,154.92200031666667
2020-08-04,149.899994,151.240005,149.660004,151.210007,139.7509,1935500,152.0920014,156.14600065,154.96700051666667
2020-08-05,152.160004,155.399994,152.100006,155.350006,143.577164,2644400,151.9120026,156.18450085,155.12733401666668
2020-08-06,155.929993,156.490005,154.679993,156.0,144.177902,2885800,152.6880036,156.412001,155.36866728333334
2020-08-07,155.990005,158.419998,155.070007,158.330002,146.331329,2184300,154.2600038,156.6860008,155.73883406666667
2020-08-10,158.550003,161.600006,158.550003,161.440002,149.205627,2272800,156.4660034,157.01800075,156.16300068333334
2020-08-11,164.130005,166.639999,163.039993,163.380005,150.998627,3764500,158.90000300000003,157.26000135,156.57450073333334
2020-08-12,165.0,165.949997,163.350006,164.259995,151.81192,2079200,160.68200080000003,157.50650100000001,156.82433391666666
2020-08-13,165.520004,167.490005,164.75,165.860001,153.290665,2884000,162.65400100000002,157.77450105,157.1156671833333
2020-08-14,164.610001,166.300003,164.520004,166.100006,153.512497,1607300,164.2080018,158.08800125,157.38933406666666
2020-08-17,165.169998,166.369995,163.649994,164.710007,152.227844,2068100,164.86200279999997,158.50500184999999,157.70433421666667
2020-08-18,164.429993,165.440002,163.759995,164.380005,151.922806,1519100,165.06200280000002,158.83400195,158.00333426666666
2020-08-19,164.940002,165.690002,163.779999,163.970001,151.543915,2012800,165.00400399999998,159.09700164999998,158.20150091666667
2020-08-20,163.020004,163.660004,162.380005,162.970001,150.619675,1990300,164.42600399999998,159.28100205,158.28183436666666
2020-08-21,160.929993,162.690002,160.740005,161.710007,150.815536,2005600,163.54800419999998,159.3745026,158.36333436666663
2020-08-24,161.550003,163.949997,161.149994,163.529999,152.512909,2604400,163.31200259999997,159.38900230000002,158.48150098333332
2020-08-25,164.860001,165.25,162.419998,163.100006,152.111923,1938500,163.0560028,159.77750250000003,158.60683438333334
2020-08-26,162.869995,164.770004,161.690002,163.899994,152.857971,2503400,163.0420014,160.1600022,158.71116763333333
2020-08-27,164.5,165.360001,163.179993,164.080002,153.025879,2325900,163.2640016,160.75800255,158.75900088333336
2020-08-28,164.639999,166.169998,163.919998,165.660004,154.499405,3046300,164.054001,161.5175027,158.81083423333334
2020-08-31,165.160004,165.75,162.089996,163.020004,152.037292,2881100,163.952002,162.1480027,158.73766756666666
2020-09-01,162.169998,165.550003,161.639999,164.800003,153.697357,2901100,164.2920014,162.82750249999998,158.7031677
2020-09-02,165.160004,170.0,165.139999,169.509995,158.090057,3943700,165.4140016,163.53550194999997,158.750001
2020-09-03,170.0,170.419998,164.990005,166.309998,155.105637,3481300,165.8600008,164.05100184999998,158.79016773333336
2020-09-04,168.179993,169.110001,163.899994,165.770004,154.602005,3267000,165.88200080000001,164.42300195,159.01333438333333
2020-09-08,165.580002,165.630005,161.880005,163.169998,152.17717,2863900,165.9119996,164.50950174999997,159.1516677666667
2020-09-09,164.0,167.339996,164.0,165.699997,154.536728,2721700,166.09199840000002,164.62550134999998,159.2845011166667
2020-09-10,166.240005,166.669998,162.75,163.149994,152.158508,2054200,164.81999820000001,164.5700013,159.34250104999998
2020-09-11,163.440002,166.699997,163.059998,166.169998,154.975067,1698500,164.79199820000002,164.58550115,159.45833433333334
2020-09-14,167.660004,169.429993,166.429993,168.460007,157.110794,2264200,165.32999879999997,164.70350119999998,159.612501
2020-09-15,169.869995,169.929993,166.169998,166.570007,155.348114,2056300,166.01000059999998,164.79650120000002,159.75283455000002
2020-09-16,167.869995,171.100006,167.509995,169.509995,158.090057,2931700,166.77200019999998,165.0530007,159.96650110000002
2020-09-17,168.0,173.199997,167.190002,172.380005,160.766708,2756100,168.61800239999997,165.4735009,160.20883458333336
2020-09-18,172.059998,172.779999,169.470001,169.550003,158.127365,4084500,169.2940034,165.80250099999998,160.49766795000002
2020-09-21,165.979996,166.669998,159.639999,161.360001,150.489105,3911700,167.8740022,165.7850007,160.60916799999998
2020-09-22,161.059998,163.669998,160.419998,162.339996,151.403091,2103800,167.02800000000002,165.72550055,160.77283453333334
2020-09-23,162.520004,164.240005,159.119995,159.509995,148.763733,2248200,165.02800000000002,165.546,160.838501
2020-09-24,159.399994,161.960007,158.070007,160.419998,149.612457,1569700,162.63599860000002,165.3720002,160.91233421666666
2020-09-25,159.309998,160.979996,158.860001,160.270004,149.47258,1948900,160.7799988,165.1815003,160.99300106666666
2020-09-28,162.0,164.139999,161.330002,161.660004,150.768921,2098500,160.83999939999998,164.9815003,161.07000125000002
2020-09-29,161.669998,161.949997,158.779999,159.809998,149.043549,2006700,160.3339998,164.821,161.09850111666665
2020-09-30,160.929993,163.100006,158.610001,160.179993,149.388611,3056900,160.4679994,164.5899995,161.18783421666666
2020-10-01,160.669998,161.899994,157.720001,158.789993,148.092255,1989100,160.1419984,164.0539994,161.25800073333332
2020-10-02,156.470001,161.940002,156.25,160.360001,149.556473,1768600,160.1599978,163.75649955,161.40650080000003
2020-10-05,162.25,163.5,161.759995,162.75,151.785477,1457000,160.377997,163.60549935,161.5715007
2020-10-06,163.440002,165.699997,161.830002,162.229996,151.300507,2021900,160.8619966,163.55849925,161.69533391666667
2020-10-07,165.100006,167.75,164.410004,166.490005,155.273499,2155400,162.123999,163.59799965,161.82783411666665
2020-10-08,167.300003,168.149994,166.130005,167.710007,156.411316,1902600,163.9080018,163.8260003,161.96750086666668
2020-10-09,168.880005,170.479996,167.949997,169.300003,157.894196,2015500,165.6960022,163.98250055,162.11416758333334
2020-10-12,169.470001,170.610001,168.119995,168.649994,157.287979,1533600,166.876001,163.99199990000002,162.26116745
2020-10-13,168.300003,169.449997,166.0,166.630005,155.404068,1575300,167.7560028,163.99499980000002,162.4321676166667
2020-10-14,167.009995,169.539993,166.789993,168.399994,157.05484,1435300,168.1380006,163.93949975,162.60883413333335
2020-10-15,166.050003,169.679993,165.800003,169.080002,157.689011,1638100,168.4119996,163.7744996,162.78166738333337
2020-10-16,169.940002,172.070007,169.220001,170.970001,159.451675,2478600,168.74599919999997,163.84549950000002,162.97633418333334
2020-10-19,171.020004,172.350006,168.869995,169.550003,158.127365,1909900,168.92600099999999,164.25499960000002,163.13816763333335
2020-10-20,170.5,173.190002,169.990005,170.949997,159.433029,1813000,169.7899994,164.68549965,163.2666675
2020-10-21,170.339996,172.110001,169.070007,169.169998,157.772964,1511100,169.94400019999998,165.1684998,163.4973341
2020-10-22,169.639999,170.990005,168.389999,170.710007,159.209213,1663200,170.2700012,165.68300025,163.73833421666666
2020-10-23,171.919998,172.179993,169.020004,169.800003,158.360489,2137500,170.03600160000002,166.1595002,164.03300101666667
2020-10-26,167.679993,168.089996,164.389999,166.160004,154.965729,3338800,169.35800179999998,166.3845002,164.2945010666667
2020-10-27,164.5,164.979996,160.649994,161.029999,150.181366,3894400,167.3740022,166.44550024999998,164.47150098333333
2020-10-28,159.809998,162.850006,158.119995,158.529999,147.849777,3065100,165.2460024,166.36300055,164.59350085
2020-10-29,158.110001,160.179993,156.130005,158.479996,147.803116,2680900,162.8000002,166.3475007,164.64566735
2020-10-30,158.330002,159.960007,157.0,159.960007,149.183426,2234500,160.832001,166.32750099999998,164.71166746666665
2020-11-02,162.190002,163.419998,160.929993,162.940002,151.962662,2116600,160.18800059999998,166.3370011,164.7885008
2020-11-03,164.860001,166.830002,163.740005,165.509995,154.359528,1896900,161.0839998,166.50100104999999,164.85633401666664
2020-11-04,162.75,165.300003,159.899994,160.160004,149.369965,3140900,161.41000079999998,166.184501,164.80266733333335
2020-11-05,162.160004,164.410004,162.020004,163.199997,152.205154,2178500,162.35400099999998,165.9590005,164.7850007
2020-11-06,163.660004,164.300003,161.570007,163.020004,152.037292,1685000,162.96600039999998,165.64500055000002,164.73766741666668
2020-11-09,174.130005,175.429993,163.149994,163.429993,152.419632,4418100,163.0639986,165.38400049999998,164.6931672
2020-11-10,165.190002,169.270004,163.860001,169.139999,157.74498,3500400,163.7899994,165.5095002,164.76700040000003
2020-11-11,170.729996,170.740005,167.600006,169.210007,157.810242,2884400,165.6,165.55000085,164.84750043333332
2020-11-12,168.149994,169.190002,165.580002,167.050003,155.795776,2216700,166.3700012,165.4485009,164.8988338
2020-11-13,167.919998,170.259995,167.279999,169.789993,158.351166,1812100,167.723999,165.3895005,165.01250033333332
2020-11-16,172.619995,173.889999,170.179993,173.860001,162.146988,2434300,169.8100006,165.6050004,165.21500023333334
2020-11-17,173.039993,174.5,170.860001,173.639999,161.941803,2589900,170.7100006,165.73950050000002,165.38350023333334
2020-11-18,174.5,174.699997,171.330002,171.399994,159.852722,2615800,171.14799799999997,165.85100029999998,165.52183336666667
2020-11-19,170.570007,171.880005,169.300003,171.610001,161.433075,2986000,172.0599976,165.89600000000002,165.65033348333333
2020-11-20,171.5,172.949997,170.960007,172.889999,162.637192,2656900,172.6799988,166.05049979999998,165.79716676666666
2020-11-23,173.759995,174.860001,173.449997,174.139999,163.813065,2064300,172.7359984,166.44949954999998,165.93850001666667
2020-11-24,175.0,177.220001,174.899994,177.080002,166.578705,3086000,173.423999,167.2519997,166.17283331666667
2020-11-25,176.839996,177.339996,175.449997,177.119995,166.616333,2052200,174.5679992,168.1814995,166.37816651666665
2020-11-27,177.820007,179.630005,175.570007,176.889999,166.399963,1267100,175.6239988,169.10199964999998,166.50116658333334
2020-11-30,175.770004,176.0,172.699997,172.729996,162.486649,6141300,175.59199819999998,169.74049910000002,166.60816655
2020-12-01,174.220001,175.690002,170.009995,170.520004,160.4077,3859600,174.8679992,170.1194992,166.68733321666664
2020-12-02,170.259995,172.580002,170.220001,171.850006,161.65889,2421800,173.822,170.43649975,166.83200001666668
2020-12-03,171.039993,173.389999,171.039993,171.830002,161.640076,2377800,172.7640014,171.01999965,166.93416676666666
2020-12-04,172.130005,173.160004,171.539993,172.460007,162.232697,2663600,171.87800299999998,171.48300015,167.08933365
2020-12-07,171.720001,172.5,169.179993,170.149994,160.059662,2526800,171.36200259999998,171.83949965,167.15566691666666
2020-12-08,169.740005,172.830002,169.699997,172.460007,162.232697,1730800,171.75000319999998,172.29100035000002,167.22233358333332
2020-12-09,172.669998,175.639999,171.929993,175.289993,164.894867,2790900,172.43800059999998,172.59850005,167.36766668333334
2020-12-10,174.869995,175.399994,172.690002,173.490005,163.201614,2228800,172.7700012,172.81249995000002,167.43400018333332
2020-12-11,172.300003,174.649994,172.169998,174.020004,163.70018,1875700,173.0820006,173.161,167.4613335
2020-12-14,175.669998,176.199997,172.990005,173.080002,162.815918,3700100,173.6680022,173.32550045,167.52016681666666
2020-12-15,174.389999,175.059998,172.550003,174.679993,164.32103,2270600,174.1119994,173.36650004999998,167.74216668333335
2020-12-16,174.610001,175.850006,174.350006,175.410004,165.007751,1949900,174.13600160000001,173.4550003,167.96000014999998
2020-12-17,176.0,177.460007,175.389999,176.649994,166.174194,2327800,174.7679994,173.7175003,168.24566679999998
2020-12-18,176.759995,177.460007,175.110001,176.419998,165.95784,4682000,175.2479982,173.95800015,168.5123334666667
2020-12-21,173.610001,176.130005,173.029999,175.660004,165.242905,1704600,175.76399859999998,174.0965004,168.76883346666668
2020-12-22,175.050003,175.929993,174.179993,174.779999,164.4151,1381200,175.7839998,174.1285004,168.98750005
2020-12-23,175.300003,175.809998,173.960007,173.990005,163.671951,1762600,175.5,173.97400054999997,169.2238335
2020-12-24,174.419998,174.789993,173.419998,174.520004,164.170517,656200,175.074002,173.844001,169.46283368333334
2020-12-28,175.309998,176.399994,174.389999,174.710007,164.349258,1403000,174.73200379999997,173.7350014,169.72816724999998
2020-12-29,175.550003,175.639999,173.149994,173.850006,163.540237,1218900,174.37000419999998,173.7910019,169.95300066666667
2020-12-30,173.880005,174.919998,173.380005,174.110001,163.784836,1419100,174.23600459999997,173.97050174999998,170.14233401666664
2020-12-31,174.119995,174.869995,173.179993,174.789993,164.424515,1841300,174.39600220000003,174.1175011,170.35166729999997
